Policy_ID,Customer_Age,Gender,City,State,Policy_Type,Premium_Amount,Sum_Assured,Policy_Term_Years,Payment_Mode,Policy_Status,Claim_Status,Claim_Amount,Agent_ID,Policy_Start_Date,Age_Group,Year,Month
LIC100351,32,Female,Varanasi,Uttar Pradesh,Endowment,71500,1686000,15,Yearly,Active,Not Claimed,0,AG1169,2022-07-26,26-35,2022,2022-07
LIC100352,55,Male,Surat,Gujarat,Endowment,46800,890000,20,Yearly,Active,Not Claimed,0,AG1282,2025-04-28,46-55,2025,2025-04
LIC100353,50,Female,Bengaluru,Karnataka,Term,20200,274000,12,Monthly,Active,Not Claimed,0,AG1109,2022-02-05,46-55,2022,2022-02
LIC100354,42,Male,Ahmedabad,Gujarat,Term,20900,438000,25,Half-Yearly,Active,Not Claimed,0,AG1036,2021-07-16,36-45,2021,2021-07
LIC100355,37,Female,Varanasi,Uttar Pradesh,ULIP,69800,1096000,10,Monthly,Active,Not Claimed,0,AG1212,2025-10-14,36-45,2025,2025-10
LIC100356,48,Female,Kanpur,Uttar Pradesh,Whole Life,25500,213000,10,Single Premium,Matured,Not Claimed,0,AG1131,2019-09-13,46-55,2019,2019-09
LIC100357,43,Male,Indore,Madhya Pradesh,Money Back,40600,774000,20,Yearly,Active,Not Claimed,0,AG1059,2024-09-09,36-45,2024,2024-09
LIC100358,42,Female,Kochi,Kerala,Money Back,19300,234000,25,Monthly,Active,Not Claimed,0,AG1162,2021-12-02,36-45,2021,2021-12
LIC100359,50,Male,Lucknow,Uttar Pradesh,Pension,52500,523000,30,Yearly,Active,Not Claimed,0,AG1262,2025-12-17,46-55,2025,2025-12
LIC100360,55,Male,Coimbatore,Tamil Nadu,Term,30100,356000,20,Yearly,Active,Not Claimed,0,AG1159,2023-04-05,46-55,2023,2023-04
LIC100361,25,Male,Chandigarh,Chandigarh,Endowment,34300,552000,10,Quarterly,Lapsed,Not Claimed,0,AG1227,2020-07-18,18-25,2020,2020-07
LIC100362,27,Female,Coimbatore,Tamil Nadu,Endowment,44100,390000,30,Yearly,Active,Not Claimed,0,AG1160,2019-01-22,26-35,2019,2019-01
LIC100363,30,Male,Kolkata,West Bengal,ULIP,44800,1031000,25,Quarterly,Active,Not Claimed,0,AG1298,2025-01-25,26-35,2025,2025-01
LIC100364,22,Male,Jaipur,Rajasthan,Micro Insurance,4700,100000,10,Yearly,Active,Not Claimed,0,AG1046,2023-04-25,18-25,2023,2023-04
LIC100365,38,Female,Bhopal,Madhya Pradesh,Endowment,57100,741000,15,Quarterly,Matured,Not Claimed,0,AG1123,2018-08-02,36-45,2018,2018-08
LIC100366,46,Male,Mumbai,Maharashtra,Pension,40500,797000,15,Quarterly,Active,Not Claimed,0,AG1214,2024-09-10,46-55,2024,2024-09
LIC100367,39,Male,Mumbai,Maharashtra,Pension,54600,1183000,15,Quarterly,Active,Not Claimed,0,AG1158,2023-09-23,36-45,2023,2023-09
LIC100368,33,Male,Surat,Gujarat,Endowment,45800,844000,30,Monthly,Active,Not Claimed,0,AG1164,2019-08-15,26-35,2019,2019-08
LIC100369,51,Male,Delhi,Delhi,Endowment,39400,451000,10,Yearly,Active,Not Claimed,0,AG1282,2019-01-01,46-55,2019,2019-01
LIC100370,41,Male,Kanpur,Uttar Pradesh,Endowment,47000,464000,20,Quarterly,Active,Not Claimed,0,AG1050,2022-12-21,36-45,2022,2022-12
LIC100371,43,Male,Ahmedabad,Gujarat,Micro Insurance,5100,115000,10,Quarterly,Active,Not Claimed,0,AG1130,2024-01-31,36-45,2024,2024-01
LIC100372,52,Female,Indore,Madhya Pradesh,Term,25100,301000,15,Yearly,Matured,Not Claimed,0,AG1263,2018-09-30,46-55,2018,2018-09
LIC100373,38,Female,Mumbai,Maharashtra,ULIP,37300,311000,20,Half-Yearly,Active,Claimed,282000,AG1155,2022-12-02,36-45,2022,2022-12
LIC100374,62,Male,Kanpur,Uttar Pradesh,Endowment,50600,958000,12,Half-Yearly,Active,Not Claimed,0,AG1046,2019-05-05,56-65,2019,2019-05
LIC100375,34,Male,Hyderabad,Telangana,ULIP,48400,513000,15,Single Premium,Active,Not Claimed,0,AG1248,2023-05-01,26-35,2023,2023-05
LIC100376,61,Male,Kolkata,West Bengal,Endowment,75300,1871000,30,Yearly,Active,Not Claimed,0,AG1221,2022-06-29,56-65,2022,2022-06
LIC100377,28,Male,Bengaluru,Karnataka,Money Back,37400,852000,20,Monthly,Active,Not Claimed,0,AG1213,2019-08-25,26-35,2019,2019-08
LIC100378,45,Male,Bhopal,Madhya Pradesh,Pension,70200,1288000,20,Half-Yearly,Active,Not Claimed,0,AG1002,2026-08-09,36-45,2026,2026-08
LIC100379,32,Male,Kanpur,Uttar Pradesh,ULIP,60700,1346000,10,Single Premium,Active,Not Claimed,0,AG1206,2019-09-04,26-35,2019,2019-09
LIC100380,51,Female,Coimbatore,Tamil Nadu,Pension,66700,1067000,15,Quarterly,Active,Not Claimed,0,AG1230,2018-11-23,46-55,2018,2018-11
LIC100381,34,Male,Kolkata,West Bengal,Term,16400,351000,20,Quarterly,Active,Not Claimed,0,AG1192,2022-09-03,26-35,2022,2022-09
LIC100382,42,Male,Nagpur,Maharashtra,Whole Life,43300,822000,25,Monthly,Active,Not Claimed,0,AG1253,2018-12-13,36-45,2018,2018-12
LIC100383,32,Female,Kolkata,West Bengal,Term,16300,138000,12,Monthly,Active,Not Claimed,0,AG1089,2018-06-15,26-35,2018,2018-06
LIC100384,49,Male,Surat,Gujarat,Endowment,30200,729000,20,Yearly,Active,Not Claimed,0,AG1015,2026-01-06,46-55,2026,2026-01
LIC100385,32,Male,Chandigarh,Chandigarh,Money Back,33900,767000,10,Yearly,Active,Not Claimed,0,AG1165,2020-01-22,26-35,2020,2020-01
LIC100386,58,Female,Nagpur,Maharashtra,Endowment,60800,1472000,5,Single Premium,Active,Not Claimed,0,AG1262,2021-05-24,56-65,2021,2021-05
LIC100387,28,Male,Varanasi,Uttar Pradesh,Money Back,23000,470000,15,Yearly,Lapsed,Not Claimed,0,AG1045,2024-07-19,26-35,2024,2024-07
LIC100388,24,Female,Kolkata,West Bengal,Micro Insurance,4700,100000,10,Monthly,Active,Not Claimed,0,AG1180,2023-10-10,18-25,2023,2023-10
LIC100389,49,Male,Bhopal,Madhya Pradesh,Term,14900,172000,10,Monthly,Active,Not Claimed,0,AG1106,2023-05-19,46-55,2023,2023-05
LIC100390,32,Female,Kanpur,Uttar Pradesh,Whole Life,37400,414000,20,Single Premium,Matured,Not Claimed,0,AG1148,2021-04-24,26-35,2021,2021-04
LIC100391,39,Female,Kanpur,Uttar Pradesh,Endowment,70300,736000,15,Quarterly,Active,Not Claimed,0,AG1190,2018-12-30,36-45,2018,2018-12
LIC100392,35,Female,Hyderabad,Telangana,Term,17000,200000,20,Quarterly,Matured,Not Claimed,0,AG1129,2026-02-20,26-35,2026,2026-02
LIC100393,25,Female,Chennai,Tamil Nadu,Term,20900,363000,20,Yearly,Active,Not Claimed,0,AG1205,2020-10-20,18-25,2020,2020-10
LIC100394,38,Male,Mumbai,Maharashtra,Pension,57300,1124000,20,Half-Yearly,Active,Not Claimed,0,AG1030,2021-04-20,36-45,2021,2021-04
LIC100395,53,Male,Kolkata,West Bengal,Pension,90200,1203000,12,Monthly,Active,Not Claimed,0,AG1010,2022-10-21,46-55,2022,2022-10
LIC100396,50,Male,Lucknow,Uttar Pradesh,Pension,47200,818000,12,Yearly,Active,Not Claimed,0,AG1109,2023-09-13,46-55,2023,2023-09
LIC100397,42,Female,Kolkata,West Bengal,Micro Insurance,6100,100000,20,Single Premium,Surrendered,Not Claimed,0,AG1150,2019-02-09,36-45,2019,2019-02
LIC100398,51,Female,Chennai,Tamil Nadu,Endowment,45500,903000,10,Monthly,Active,Not Claimed,0,AG1285,2022-04-30,46-55,2022,2022-04
LIC100399,27,Male,Delhi,Delhi,Endowment,42900,1064000,20,Yearly,Active,Claimed,278000,AG1139,2026-01-23,26-35,2026,2026-01
LIC100400,35,Female,Varanasi,Uttar Pradesh,Whole Life,60500,1193000,15,Quarterly,Active,Not Claimed,0,AG1154,2023-12-26,26-35,2023,2023-12
LIC100401,43,Female,Lucknow,Uttar Pradesh,Money Back,39800,358000,10,Half-Yearly,Active,Not Claimed,0,AG1147,2023-03-01,36-45,2023,2023-03
LIC100402,38,Female,Coimbatore,Tamil Nadu,Endowment,34300,553000,20,Yearly,Active,Not Claimed,0,AG1036,2023-09-07,36-45,2023,2023-09
LIC100403,36,Female,Mumbai,Maharashtra,Endowment,30800,650000,30,Single Premium,Active,Not Claimed,0,AG1184,2018-04-16,36-45,2018,2018-04
LIC100404,26,Male,Kolkata,West Bengal,Money Back,51100,880000,10,Quarterly,Active,Not Claimed,0,AG1265,2024-01-14,26-35,2024,2024-01
LIC100405,18,Male,Indore,Madhya Pradesh,Money Back,28300,684000,10,Monthly,Matured,Claimed,449000,AG1135,2022-12-28,18-25,2022,2022-12
LIC100406,48,Male,Chennai,Tamil Nadu,Term,25100,224000,25,Monthly,Active,Not Claimed,0,AG1018,2021-06-10,46-55,2021,2021-06
LIC100407,42,Male,Kanpur,Uttar Pradesh,Money Back,32300,418000,10,Half-Yearly,Active,Not Claimed,0,AG1137,2018-07-15,36-45,2018,2018-07
LIC100408,49,Male,Kanpur,Uttar Pradesh,Money Back,29500,347000,5,Monthly,Active,Not Claimed,0,AG1198,2026-05-15,46-55,2026,2026-05
LIC100409,34,Female,Delhi,Delhi,Money Back,42600,897000,15,Quarterly,Surrendered,Claimed,521000,AG1045,2023-02-18,26-35,2023,2023-02
LIC100410,31,Female,Chandigarh,Chandigarh,Endowment,35200,595000,15,Monthly,Active,Not Claimed,0,AG1079,2018-07-21,26-35,2018,2018-07
LIC100411,39,Male,,Uttar Pradesh,ULIP,61400,636000,15,Quarterly,Active,Not Claimed,0,AG1087,2023-11-27,36-45,2023,2023-11
LIC100412,48,Male,Bhopal,Madhya Pradesh,Term,23900,307000,15,Monthly,Surrendered,Not Claimed,0,AG1209,2019-06-27,46-55,2019,2019-06
LIC100413,36,Male,Kochi,Kerala,Endowment,49500,836000,25,Yearly,Active,Not Claimed,0,AG1224,2022-10-28,36-45,2022,2022-10
LIC100414,48,Male,Bengaluru,Karnataka,ULIP,55800,1391000,20,Monthly,Active,Not Claimed,0,AG1253,2018-02-10,46-55,2018,2018-02
LIC100415,28,Male,Mumbai,Maharashtra,Money Back,43600,619000,30,Quarterly,Active,Not Claimed,0,AG1160,2020-12-23,26-35,2020,2020-12
LIC100416,37,Male,Mumbai,Maharashtra,Endowment,33200,354000,15,Yearly,Matured,Not Claimed,0,AG1229,2020-06-08,36-45,2020,2020-06
LIC100417,38,Male,Coimbatore,Tamil Nadu,Whole Life,15600,257000,10,Yearly,Surrendered,Not Claimed,0,AG1195,2019-11-13,36-45,2019,2019-11
LIC100418,52,Male,Patna,Bihar,Money Back,52800,701000,30,Monthly,Lapsed,Not Claimed,0,AG1144,2025-10-30,46-55,2025,2025-10
LIC100419,41,Male,Kolkata,West Bengal,ULIP,58400,1029000,5,Monthly,Active,Not Claimed,0,AG1130,2024-09-28,36-45,2024,2024-09
LIC100420,58,Male,Bhopal,Madhya Pradesh,ULIP,55900,891000,20,Yearly,Active,Not Claimed,0,AG1041,2023-07-31,56-65,2023,2023-07
LIC100421,24,Male,Bengaluru,Karnataka,Whole Life,19900,392000,5,Quarterly,Active,Claimed,338000,AG1179,2024-08-16,18-25,2024,2024-08
LIC100422,40,Male,Mumbai,Maharashtra,Money Back,21600,509000,20,Yearly,Matured,Not Claimed,0,AG1014,2022-08-02,36-45,2022,2022-08
LIC100423,41,Male,Mumbai,Maharashtra,Term,19600,224000,25,Quarterly,Matured,Claimed,67000,AG1232,2025-10-22,36-45,2025,2025-10
LIC100424,46,Female,Ahmedabad,Gujarat,Endowment,75400,1656000,15,Quarterly,Active,Not Claimed,0,AG1027,2018-12-30,46-55,2018,2018-12
LIC100425,30,Male,Lucknow,Uttar Pradesh,Endowment,40400,975000,12,Quarterly,Active,Not Claimed,0,AG1010,2021-06-13,26-35,2021,2021-06
LIC100426,58,Male,Patna,Bihar,Money Back,41500,596000,10,Yearly,Active,Not Claimed,0,AG1085,2024-11-23,56-65,2024,2024-11
LIC100427,39,Female,Bhopal,Madhya Pradesh,Money Back,37500,372000,15,Yearly,Active,Not Claimed,0,AG1002,2023-03-11,36-45,2023,2023-03
LIC100428,27,Male,Indore,Madhya Pradesh,Endowment,77300,1698000,10,Monthly,Active,Not Claimed,0,AG1207,2019-05-15,26-35,2019,2019-05
LIC100429,39,Female,Bhopal,Madhya Pradesh,Term,23300,464000,20,Half-Yearly,Active,Not Claimed,0,AG1089,2026-05-12,36-45,2026,2026-05
LIC100430,36,Male,Nagpur,Maharashtra,Money Back,28100,326000,15,Monthly,Active,Not Claimed,0,,2024-10-06,36-45,2024,2024-10
LIC100431,70,Male,Delhi,Delhi,Endowment,60100,936000,12,Half-Yearly,Active,Not Claimed,0,AG1030,2019-08-02,66+,2019,2019-08
LIC100432,51,Male,Coimbatore,Tamil Nadu,ULIP,68000,1212000,15,Yearly,Lapsed,Not Claimed,0,AG1009,2021-04-26,46-55,2021,2021-04
LIC100433,40,Male,Kochi,Kerala,Term,14200,155000,15,Quarterly,Matured,Not Claimed,0,AG1129,2024-09-16,36-45,2024,2024-09
LIC100434,38,Male,Bengaluru,Karnataka,Money Back,46100,929000,10,Single Premium,Surrendered,Not Claimed,0,AG1204,2024-12-16,36-45,2024,2024-12
LIC100435,49,Male,Chandigarh,Chandigarh,Pension,44600,880000,20,Half-Yearly,Active,Claimed,487000,AG1138,2022-10-13,46-55,2022,2022-10
LIC100436,50,Male,Ahmedabad,Gujarat,Term,13900,321000,25,Single Premium,Active,Not Claimed,0,AG1145,2021-06-11,46-55,2021,2021-06
LIC100437,18,Male,Lucknow,Uttar Pradesh,Money Back,36800,649000,12,Yearly,Active,Not Claimed,0,AG1174,2024-12-14,18-25,2024,2024-12
LIC100438,46,Male,Delhi,Delhi,Term,19900,353000,10,Monthly,Surrendered,Claimed,183000,AG1049,2026-02-20,46-55,2026,2026-02
LIC100439,39,Female,Coimbatore,Tamil Nadu,Whole Life,31400,582000,20,Monthly,Active,Not Claimed,0,AG1243,2020-08-03,36-45,2020,2020-08
LIC100440,25,Male,Jaipur,Rajasthan,Money Back,29100,368000,10,Quarterly,Active,Not Claimed,0,AG1090,2025-01-22,18-25,2025,2025-01
LIC100441,49,Male,Hyderabad,Telangana,Endowment,41200,861000,5,Monthly,Active,Not Claimed,0,AG1100,2021-08-28,46-55,2021,2021-08
LIC100442,64,Male,Chennai,Tamil Nadu,Money Back,66600,1283000,20,Half-Yearly,Lapsed,Not Claimed,0,AG1203,2026-03-08,56-65,2026,2026-03
LIC100443,45,Female,Kochi,Kerala,Pension,60800,1354000,12,Half-Yearly,Active,Not Claimed,0,AG1208,2023-12-01,36-45,2023,2023-12
LIC100444,51,Male,Indore,Madhya Pradesh,Term,16400,345000,10,Single Premium,Active,Not Claimed,0,AG1093,2022-03-05,46-55,2022,2022-03
LIC100445,59,Male,Patna,Bihar,Term,13400,253000,30,Quarterly,Active,Not Claimed,0,AG1237,2024-07-19,56-65,2024,2024-07
LIC100446,30,Male,Chennai,Tamil Nadu,Pension,37200,399000,12,Yearly,Matured,Not Claimed,0,AG1274,2018-12-24,26-35,2018,2018-12
LIC100447,19,Male,Chennai,Tamil Nadu,Money Back,37600,888000,25,Single Premium,Active,Not Claimed,0,AG1267,2018-05-06,18-25,2018,2018-05
LIC100448,46,Female,Lucknow,Uttar Pradesh,Pension,45500,648000,10,Yearly,Active,Not Claimed,0,AG1201,2022-10-10,46-55,2022,2022-10
LIC100449,36,Female,Kolkata,West Bengal,Money Back,29900,729000,20,Monthly,Active,Not Claimed,0,AG1250,2023-10-31,36-45,2023,2023-10
LIC100450,24,Male,Jaipur,Rajasthan,Pension,40700,604000,15,Half-Yearly,Lapsed,Not Claimed,0,AG1096,2018-09-09,18-25,2018,2018-09
LIC100451,38,Male,Bengaluru,Karnataka,Endowment,42600,446000,10,Quarterly,Lapsed,Not Claimed,0,AG1226,2022-04-26,36-45,2022,2022-04
LIC100452,47,Female,Chandigarh,Chandigarh,ULIP,74100,1707000,20,Quarterly,Active,Not Claimed,0,AG1104,2019-01-17,46-55,2019,2019-01
LIC100453,37,Male,Bengaluru,Karnataka,Pension,49100,1056000,25,Quarterly,Active,Not Claimed,0,AG1144,2022-12-10,36-45,2022,2022-12
LIC100454,30,Female,Kanpur,Uttar Pradesh,Money Back,36600,782000,10,Yearly,Matured,Not Claimed,0,AG1137,2023-06-11,26-35,2023,2023-06
LIC100455,37,Female,Chennai,Tamil Nadu,Term,17300,165000,20,Quarterly,Active,Not Claimed,0,AG1068,2019-12-18,36-45,2019,2019-12
LIC100456,39,Male,Kochi,Kerala,Endowment,38300,879000,15,Half-Yearly,Lapsed,Not Claimed,0,AG1173,2021-01-27,36-45,2021,2021-01
LIC100457,18,Female,Chandigarh,Chandigarh,Term,23100,419000,20,Single Premium,Active,Not Claimed,0,AG1002,2024-11-04,18-25,2024,2024-11
LIC100458,37,Male,Hyderabad,Telangana,Endowment,52900,846000,20,Monthly,Active,Not Claimed,0,AG1119,2025-03-27,36-45,2025,2025-03
LIC100459,24,Female,Kolkata,West Bengal,Endowment,74500,1753000,5,Half-Yearly,Matured,Claimed,1602000,AG1120,2018-01-24,18-25,2018,2018-01
LIC100460,46,Male,Bhopal,Madhya Pradesh,Money Back,48300,933000,10,Yearly,Active,Not Claimed,0,AG1278,2018-12-19,46-55,2018,2018-12
LIC100461,22,Male,Chandigarh,Chandigarh,Money Back,31300,321000,15,Monthly,Active,Not Claimed,0,AG1149,2023-10-22,18-25,2023,2023-10
LIC100462,50,Male,Indore,Madhya Pradesh,Endowment,38500,648000,25,Half-Yearly,Active,Not Claimed,0,AG1219,2019-11-26,46-55,2019,2019-11
LIC100463,34,Female,Bengaluru,Karnataka,Whole Life,39200,738000,15,Monthly,Lapsed,Not Claimed,0,AG1183,2019-05-30,26-35,2019,2019-05
LIC100464,33,Male,Jaipur,Rajasthan,Term,14300,333000,20,Yearly,Active,Not Claimed,0,AG1004,2020-02-10,26-35,2020,2020-02
LIC100465,42,Male,Chandigarh,Chandigarh,Term,24500,313000,5,Quarterly,Active,Not Claimed,0,AG1058,2020-11-19,36-45,2020,2020-11
LIC100466,29,Male,Chandigarh,Chandigarh,Term,14600,314000,20,Quarterly,Matured,Not Claimed,0,AG1198,2019-10-20,26-35,2019,2019-10
LIC100467,42,Male,Varanasi,Uttar Pradesh,Money Back,43000,929000,20,Half-Yearly,Active,Not Claimed,0,AG1026,2022-01-13,36-45,2022,2022-01
LIC100468,31,Male,Kanpur,Uttar Pradesh,Endowment,31200,318000,20,Monthly,Active,Not Claimed,0,AG1113,2026-03-06,26-35,2026,2026-03
LIC100469,33,Male,Indore,Madhya Pradesh,Endowment,52200,433000,25,Quarterly,Active,Not Claimed,0,AG1197,2022-01-20,26-35,2022,2022-01
LIC100470,43,Male,Coimbatore,Tamil Nadu,Endowment,32600,583000,10,Quarterly,Surrendered,Not Claimed,0,AG1229,2025-11-21,36-45,2025,2025-11
LIC100471,26,Male,Chandigarh,Chandigarh,Pension,51800,1110000,12,Quarterly,Active,Not Claimed,0,AG1098,2022-10-14,26-35,2022,2022-10
LIC100472,25,Male,Chennai,Tamil Nadu,Term,17000,296000,30,Half-Yearly,Active,Not Claimed,0,AG1200,2020-11-16,18-25,2020,2020-11
LIC100473,42,Male,Bhopal,Madhya Pradesh,Whole Life,33500,731000,10,Half-Yearly,Active,Not Claimed,0,AG1021,2021-10-11,36-45,2021,2021-10
LIC100474,39,Male,Jaipur,Rajasthan,Whole Life,28100,522000,20,Half-Yearly,Matured,Not Claimed,0,AG1186,2019-09-14,36-45,2019,2019-09
LIC100475,41,Female,Coimbatore,Tamil Nadu,ULIP,49600,948000,20,Yearly,Lapsed,Not Claimed,0,AG1175,2018-01-19,36-45,2018,2018-01
LIC100476,43,Male,Bhopal,Madhya Pradesh,Pension,54900,465000,20,Quarterly,Active,Not Claimed,0,AG1279,2025-01-19,36-45,2025,2025-01
LIC100477,40,Female,Jaipur,Rajasthan,Term,14400,137000,10,Monthly,Active,Not Claimed,0,AG1208,2020-03-04,36-45,2020,2020-03
LIC100478,46,Female,Hyderabad,Telangana,Term,15400,313000,10,Yearly,Matured,Not Claimed,0,AG1091,2021-03-15,46-55,2021,2021-03
LIC100479,40,Male,Nagpur,Maharashtra,Pension,46000,965000,20,Yearly,Active,Not Claimed,0,AG1263,2023-03-18,36-45,2023,2023-03
LIC100480,18,Male,Varanasi,Uttar Pradesh,Money Back,32200,554000,10,Monthly,Matured,Not Claimed,0,AG1216,2019-06-26,18-25,2019,2019-06
LIC100481,20,Female,Coimbatore,Tamil Nadu,Money Back,27200,490000,20,Quarterly,Active,Claimed,487000,AG1253,2019-09-09,18-25,2019,2019-09
LIC100482,60,Male,Surat,Gujarat,Whole Life,50500,931000,15,Half-Yearly,Active,Claimed,516000,AG1031,2023-04-25,56-65,2023,2023-04
LIC100483,39,Male,Kanpur,Uttar Pradesh,Whole Life,28600,280000,15,Half-Yearly,Active,Not Claimed,0,AG1125,2021-04-21,36-45,2021,2021-04
LIC100484,49,Female,Kolkata,West Bengal,Pension,52600,1018000,12,Yearly,Lapsed,Not Claimed,0,AG1196,2026-07-11,46-55,2026,2026-07
LIC100485,35,Male,Bengaluru,Karnataka,Micro Insurance,4100,100000,30,Monthly,Active,Not Claimed,0,AG1291,2018-06-14,26-35,2018,2018-06
LIC100486,38,Female,Bhopal,Madhya Pradesh,ULIP,96200,1755000,15,Yearly,Active,Not Claimed,0,AG1034,2025-10-27,36-45,2025,2025-10
LIC100487,34,Male,Varanasi,Uttar Pradesh,Endowment,82900,1457000,15,Monthly,Active,Not Claimed,0,AG1231,2025-12-21,26-35,2025,2025-12
LIC100488,66,Female,Chennai,Tamil Nadu,Pension,52900,1109000,30,Half-Yearly,Active,Not Claimed,0,AG1015,2021-05-22,66+,2021,2021-05
LIC100489,42,Male,Kanpur,Uttar Pradesh,Term,27500,369000,20,Yearly,Active,Not Claimed,0,AG1170,2021-04-26,36-45,2021,2021-04
LIC100490,33,Male,Hyderabad,Telangana,Endowment,40900,587000,30,Quarterly,Active,Not Claimed,0,AG1146,2026-08-26,26-35,2026,2026-08
LIC100491,21,Male,Indore,Madhya Pradesh,Pension,75200,1102000,10,Monthly,Matured,Not Claimed,0,AG1206,2022-01-21,18-25,2022,2022-01
LIC100492,61,Male,Lucknow,Uttar Pradesh,Endowment,60500,1268000,25,Single Premium,Active,Not Claimed,0,AG1038,2022-02-04,56-65,2022,2022-02
LIC100493,37,Female,Hyderabad,Telangana,Endowment,44200,678000,15,Yearly,Active,Not Claimed,0,AG1029,2022-11-28,36-45,2022,2022-11
LIC100494,47,Male,Nagpur,Maharashtra,Term,10200,112000,20,Yearly,Active,Not Claimed,0,AG1010,2020-12-13,46-55,2020,2020-12
LIC100495,48,Female,Kolkata,West Bengal,Pension,43400,1072000,25,Quarterly,Active,Not Claimed,0,AG1273,2024-08-16,46-55,2024,2024-08
LIC100496,34,Male,Bengaluru,Karnataka,Money Back,36200,593000,12,Monthly,Active,Not Claimed,0,AG1115,2023-05-05,26-35,2023,2023-05
LIC100497,46,Male,Patna,Bihar,Whole Life,35900,354000,15,Single Premium,Surrendered,Claimed,139000,AG1084,2018-12-31,46-55,2018,2018-12
LIC100498,32,Male,Patna,Bihar,Endowment,29900,580000,20,Half-Yearly,Lapsed,Not Claimed,0,AG1081,2026-07-06,26-35,2026,2026-07
LIC100499,28,Male,Kochi,Kerala,ULIP,42400,872000,10,Yearly,Active,Not Claimed,0,AG1071,2018-04-29,26-35,2018,2018-04
LIC100500,52,Male,Surat,Gujarat,ULIP,73100,1206000,20,Quarterly,Lapsed,Not Claimed,0,AG1056,2019-02-13,46-55,2019,2019-02
LIC100501,37,Male,Bhopal,Madhya Pradesh,Endowment,29200,555000,10,Quarterly,Active,Not Claimed,0,AG1300,2018-12-29,36-45,2018,2018-12
LIC100502,45,Female,Jaipur,Rajasthan,Endowment,48800,534000,25,Single Premium,Active,Not Claimed,0,AG1222,2020-08-15,36-45,2020,2020-08
LIC100503,44,Female,Lucknow,Uttar Pradesh,Endowment,65800,938000,12,Half-Yearly,Active,Claimed,811000,AG1104,2021-03-22,36-45,2021,2021-03
LIC100504,46,Male,Bhopal,Madhya Pradesh,Micro Insurance,7600,100000,20,Monthly,Active,Not Claimed,0,AG1233,2018-11-19,46-55,2018,2018-11
LIC100505,22,Male,Chandigarh,Chandigarh,Whole Life,33000,481000,10,Monthly,Active,Not Claimed,0,AG1178,2020-01-28,18-25,2020,2020-01
LIC100506,33,Male,Pune,Maharashtra,Pension,27300,480000,12,Half-Yearly,Active,Not Claimed,0,AG1074,2026-03-11,26-35,2026,2026-03
LIC100507,35,Male,Hyderabad,Telangana,Endowment,33400,518000,15,Monthly,Active,Not Claimed,0,AG1288,2019-03-24,26-35,2019,2019-03
LIC100508,30,Male,Nagpur,Maharashtra,ULIP,92400,1671000,15,Half-Yearly,Lapsed,Not Claimed,0,AG1053,2025-07-14,26-35,2025,2025-07
LIC100509,44,Male,Indore,Madhya Pradesh,ULIP,48700,805000,5,Quarterly,Active,Not Claimed,0,AG1257,2025-07-19,36-45,2025,2025-07
LIC100510,52,Female,Ahmedabad,Gujarat,Whole Life,51500,690000,25,Yearly,Active,Not Claimed,0,AG1118,2022-11-27,46-55,2022,2022-11
LIC100511,54,Female,Lucknow,Uttar Pradesh,Micro Insurance,6200,100000,5,Quarterly,Lapsed,Not Claimed,0,AG1218,2026-04-15,46-55,2026,2026-04
LIC100512,35,Male,Jaipur,Rajasthan,Endowment,38900,478000,20,Single Premium,Lapsed,Not Claimed,0,AG1030,2022-08-11,26-35,2022,2022-08
LIC100513,42,Male,Kochi,Kerala,Term,22500,257000,15,Monthly,Matured,Not Claimed,0,AG1265,2024-07-17,36-45,2024,2024-07
LIC100514,44,Male,Delhi,Delhi,Whole Life,34200,685000,15,Half-Yearly,Active,Not Claimed,0,AG1108,2021-07-14,36-45,2021,2021-07
LIC100515,46,Female,Kolkata,West Bengal,ULIP,65500,1437000,10,Monthly,Lapsed,Not Claimed,0,AG1289,2019-04-20,46-55,2019,2019-04
LIC100516,29,Male,Kolkata,West Bengal,Money Back,28600,579000,20,Yearly,Lapsed,Not Claimed,0,AG1282,2018-10-18,26-35,2018,2018-10
LIC100517,59,Male,Pune,Maharashtra,Endowment,39400,746000,15,Single Premium,Active,Not Claimed,0,AG1298,2018-06-21,56-65,2018,2018-06
LIC100518,49,Female,Coimbatore,Tamil Nadu,Money Back,32800,434000,10,Yearly,Active,Claimed,404000,AG1202,2022-01-02,46-55,2022,2022-01
LIC100519,49,Male,Ahmedabad,Gujarat,Endowment,42300,850000,12,Half-Yearly,Active,Not Claimed,0,AG1298,2018-10-28,46-55,2018,2018-10
LIC100520,52,Male,Kanpur,Uttar Pradesh,Endowment,47400,867000,10,Half-Yearly,Active,Not Claimed,0,AG1096,2024-01-06,46-55,2024,2024-01
LIC100521,45,Male,Indore,Madhya Pradesh,Whole Life,44900,395000,10,Yearly,Active,Not Claimed,0,AG1039,2025-05-31,36-45,2025,2025-05
LIC100522,28,Male,Mumbai,Maharashtra,ULIP,53300,1249000,5,Single Premium,Surrendered,Claimed,913000,AG1248,2025-07-08,26-35,2025,2025-07
LIC100523,37,Male,Varanasi,Uttar Pradesh,Endowment,49300,461000,10,Single Premium,Active,Not Claimed,0,AG1240,2026-04-03,36-45,2026,2026-04
